test_method,isMysteryGuest
"@Test
  public void testRecordSpanningMultipleSplits()
      throws IOException {
    checkRecordSpanningMultipleSplits(""recordSpanningMultipleSplits.txt"",
        10, false);
  }",1
"@Test
  public void testRecordSpanningMultipleSplitsCompressed()
      throws IOException {
    // The file is generated with bz2 block size of 100k. The split size
    // needs to be larger than that for the CompressedSplitLineReader to
    // work.
    checkRecordSpanningMultipleSplits(""recordSpanningMultipleSplits.txt.bz2"",
        200 * 1000, true);
  }",1
"@Test
  public void testRenameMapOutputForReduce() throws Exception {
    final JobConf conf = new JobConf();

    final MROutputFiles mrOutputFiles = new MROutputFiles();
    mrOutputFiles.setConf(conf);

    // make sure both dirs are distinct
    //
    conf.set(MRConfig.LOCAL_DIR, localDirs[0].toString());
    final Path mapOut = mrOutputFiles.getOutputFileForWrite(1);
    conf.set(MRConfig.LOCAL_DIR, localDirs[1].toString());
    final Path mapOutIdx = mrOutputFiles.getOutputIndexFileForWrite(1);
    Assert.assertNotEquals(""Paths must be different!"",
        mapOut.getParent(), mapOutIdx.getParent());

    // make both dirs part of LOCAL_DIR
    conf.setStrings(MRConfig.LOCAL_DIR, localDirs);

    final FileContext lfc = FileContext.getLocalFSFileContext(conf);
    lfc.create(mapOut, EnumSet.of(CREATE)).close();
    lfc.create(mapOutIdx, EnumSet.of(CREATE)).close();

    final JobId jobId = MRBuilderUtils.newJobId(12345L, 1, 2);
    final TaskId tid = MRBuilderUtils.newTaskId(jobId, 0, TaskType.MAP);
    final TaskAttemptId taid = MRBuilderUtils.newTaskAttemptId(tid, 0);

    LocalContainerLauncher.renameMapOutputForReduce(conf, taid, mrOutputFiles);
  }",1
"@Test
  public void testDuplicateDownload() throws Exception {
    JobID jobId = new JobID();
    JobConf conf = new JobConf();
    conf.setClass(""fs.mock.impl"", MockFileSystem.class, FileSystem.class);

    URI mockBase = new URI(""mock://test-nn1/"");
    when(mockfs.getUri()).thenReturn(mockBase);
    Path working = new Path(""mock://test-nn1/user/me/"");
    when(mockfs.getWorkingDirectory()).thenReturn(working);
    when(mockfs.resolvePath(any(Path.class))).thenAnswer(
        (Answer<Path>) args -> (Path) args.getArguments()[0]);

    final URI file = new URI(""mock://test-nn1/user/me/file.txt#link"");
    final Path filePath = new Path(file);
    File link = new File(""link"");

    when(mockfs.getFileStatus(any(Path.class))).thenAnswer(new Answer<FileStatus>() {
      @Override
      public FileStatus answer(InvocationOnMock args) throws Throwable {
        Path p = (Path) args.getArguments()[0];
        if (""file.txt"".equals(p.getName())) {
          return createMockTestFileStatus(filePath);
        }",1
"@Test
    public void testgetLocations() throws IOException{
        JobConf job= new JobConf();
      
      File tmpFile = File.createTempFile(""test"",""txt"");
      tmpFile.createNewFile();
      OutputStream out=new FileOutputStream(tmpFile);
      out.write(""tempfile"".getBytes());
      out.flush();
      out.close();
      Path[] path= {new Path(tmpFile.getAbsolutePath())}",1
"@Test
  public void testValueIterator() throws Exception {
    Path tmpDir = new Path(""build/test/test.reduce.task"");
    Configuration conf = new Configuration();
    for (Pair[] testCase: testCases) {
      runValueIterator(tmpDir, testCase, conf, null);
    }",1
"@Test
  public void testValueIteratorWithCompression() throws Exception {
    Path tmpDir = new Path(""build/test/test.reduce.task.compression"");
    Configuration conf = new Configuration();
    DefaultCodec codec = new DefaultCodec();
    codec.setConf(conf);
    for (Pair[] testCase: testCases) {
      runValueIterator(tmpDir, testCase, conf, codec);
    }",1
"@Test
  public void testFormat() throws Exception {
    JobConf job = new JobConf(conf);
    FileSystem fs = FileSystem.getLocal(conf);
    Path dir = new Path(System.getProperty(""test.build.data"",""."") + ""/mapred"");
    Path file = new Path(dir, ""test.seq"");
    
    Reporter reporter = Reporter.NULL;
    
    int seed = new Random().nextInt();
    //LOG.info(""seed = ""+seed);
    Random random = new Random(seed);

    fs.delete(dir, true);

    FileInputFormat.setInputPaths(job, dir);

    // for a variety of lengths
    for (int length = 0; length < MAX_LENGTH;
         length+= random.nextInt(MAX_LENGTH/10)+1) {

      //LOG.info(""creating; entries = "" + length);

      // create a file with length entries
      SequenceFile.Writer writer =
        SequenceFile.createWriter(fs, conf, file,
                                  IntWritable.class, BytesWritable.class);
      try {
        for (int i = 0; i < length; i++) {
          IntWritable key = new IntWritable(i);
          byte[] data = new byte[random.nextInt(10)];
          random.nextBytes(data);
          BytesWritable value = new BytesWritable(data);
          writer.append(key, value);
        }",1
"@Test
  public void testFormat() throws Exception {
    JobConf job = new JobConf();
    job.set(JobContext.TASK_ATTEMPT_ID, attempt);
    FileOutputFormat.setOutputPath(job, workDir.getParent().getParent());
    FileOutputFormat.setWorkOutputPath(job, workDir);
    FileSystem fs = workDir.getFileSystem(job);
    if (!fs.mkdirs(workDir)) {
      fail(""Failed to create output directory"");
    }",1
"@Test
  public void testCheckpointCreateDirect() throws Exception {
    checkpointCreate(ByteBuffer.allocateDirect(BUFSIZE));
  }",1
"@Test
  public void testDetermineCacheVisibilities() throws IOException {
    fs.setPermission(TEST_VISIBILITY_PARENT_DIR,
        new FsPermission((short)00777));
    fs.setPermission(TEST_VISIBILITY_CHILD_DIR,
        new FsPermission((short)00777));
    fs.setWorkingDirectory(TEST_VISIBILITY_CHILD_DIR);
    Job job = Job.getInstance(conf);
    Path relativePath = new Path(SECOND_CACHE_FILE);
    Path wildcardPath = new Path(""*"");
    Map<URI, FileStatus> statCache = new HashMap<>();
    Configuration jobConf;

    job.addCacheFile(firstCacheFile.toUri());
    job.addCacheFile(relativePath.toUri());
    jobConf = job.getConfiguration();

    // skip test if scratch dir is not PUBLIC
    assumeTrue(TEST_VISIBILITY_PARENT_DIR + "" is not public"",
        ClientDistributedCacheManager.isPublic(
            jobConf, TEST_VISIBILITY_PARENT_DIR.toUri(), statCache));

    ClientDistributedCacheManager.determineCacheVisibilities(jobConf,
        statCache);
    // We use get() instead of getBoolean() so we can tell the difference
    // between wrong and missing
    assertEquals(""The file paths were not found to be publicly visible ""
        + ""even though the full path is publicly accessible"",
        ""true,true"", jobConf.get(MRJobConfig.CACHE_FILE_VISIBILITIES));
    checkCacheEntries(statCache, null, firstCacheFile, relativePath);

    job = Job.getInstance(conf);
    job.addCacheFile(wildcardPath.toUri());
    jobConf = job.getConfiguration();
    statCache.clear();

    ClientDistributedCacheManager.determineCacheVisibilities(jobConf,
        statCache);
    // We use get() instead of getBoolean() so we can tell the difference
    // between wrong and missing
    assertEquals(""The file path was not found to be publicly visible ""
        + ""even though the full path is publicly accessible"",
        ""true"", jobConf.get(MRJobConfig.CACHE_FILE_VISIBILITIES));
    checkCacheEntries(statCache, null, wildcardPath.getParent());

    Path qualifiedParent = fs.makeQualified(TEST_VISIBILITY_PARENT_DIR);
    fs.setPermission(TEST_VISIBILITY_PARENT_DIR,
        new FsPermission((short)00700));
    job = Job.getInstance(conf);
    job.addCacheFile(firstCacheFile.toUri());
    job.addCacheFile(relativePath.toUri());
    jobConf = job.getConfiguration();
    statCache.clear();

    ClientDistributedCacheManager.determineCacheVisibilities(jobConf,
        statCache);
    // We use get() instead of getBoolean() so we can tell the difference
    // between wrong and missing
    assertEquals(""The file paths were found to be publicly visible ""
        + ""even though the parent directory is not publicly accessible"",
        ""false,false"", jobConf.get(MRJobConfig.CACHE_FILE_VISIBILITIES));
    checkCacheEntries(statCache, qualifiedParent,
        firstCacheFile, relativePath);

    job = Job.getInstance(conf);
    job.addCacheFile(wildcardPath.toUri());
    jobConf = job.getConfiguration();
    statCache.clear();

    ClientDistributedCacheManager.determineCacheVisibilities(jobConf,
        statCache);
    // We use get() instead of getBoolean() so we can tell the difference
    // between wrong and missing
    assertEquals(""The file path was found to be publicly visible ""
        + ""even though the parent directory is not publicly accessible"",
        ""false"", jobConf.get(MRJobConfig.CACHE_FILE_VISIBILITIES));
    checkCacheEntries(statCache, qualifiedParent, wildcardPath.getParent());
  }",1
"@Test
  public void testListLocatedStatus() throws Exception {
    Configuration conf = getConfiguration();
    conf.setBoolean(""fs.test.impl.disable.cache"", false);
    conf.setInt(FileInputFormat.LIST_STATUS_NUM_THREADS, numThreads);
    conf.set(org.apache.hadoop.mapreduce.lib.input.FileInputFormat.INPUT_DIR,
        ""test:///a1/a2"");
    MockFileSystem mockFs =
        (MockFileSystem) new Path(""test:///"").getFileSystem(conf);
    Assert.assertEquals(""listLocatedStatus already called"",
        0, mockFs.numListLocatedStatusCalls);
    JobConf job = new JobConf(conf);
    TextInputFormat fileInputFormat = new TextInputFormat();
    fileInputFormat.configure(job);
    InputSplit[] splits = fileInputFormat.getSplits(job, 1);
    Assert.assertEquals(""Input splits are not correct"", 2, splits.length);
    Assert.assertEquals(""listLocatedStatuss calls"",
        1, mockFs.numListLocatedStatusCalls);
    FileSystem.closeAll();
  }",1
"@Test
  public void testListStatusNestedRecursive() throws IOException {
    Configuration conf = new Configuration();
    conf.setInt(FileInputFormat.LIST_STATUS_NUM_THREADS, numThreads);

    List<Path> expectedPaths = org.apache.hadoop.mapreduce.lib.input.TestFileInputFormat
        .configureTestNestedRecursive(conf, localFs);
    JobConf jobConf = new JobConf(conf);
    TextInputFormat fif = new TextInputFormat();
    fif.configure(jobConf);
    FileStatus[] statuses = fif.listStatus(jobConf);

    org.apache.hadoop.mapreduce.lib.input.TestFileInputFormat
        .verifyFileStatuses(expectedPaths, Lists.newArrayList(statuses),
            localFs);
  }",1
"@Test
  public void testMultipleClose() throws IOException {
    URL testFileUrl = getClass().getClassLoader().
        getResource(""recordSpanningMultipleSplits.txt.bz2"");
    assertNotNull(""Cannot find recordSpanningMultipleSplits.txt.bz2"",
        testFileUrl);
    File testFile = new File(testFileUrl.getFile());
    Path testFilePath = new Path(testFile.getAbsolutePath());
    long testFileSize = testFile.length();
    Configuration conf = new Configuration();
    conf.setInt(org.apache.hadoop.mapreduce.lib.input.
        LineRecordReader.MAX_LINE_LENGTH, Integer.MAX_VALUE);
    FileSplit split = new FileSplit(testFilePath, 0, testFileSize,
        (String[])null);

    LineRecordReader reader = new LineRecordReader(conf, split);
    LongWritable key = new LongWritable();
    Text value = new Text();
    //noinspection StatementWithEmptyBody
    while (reader.next(key, value)) ;
    reader.close();
    reader.close();

    BZip2Codec codec = new BZip2Codec();
    codec.setConf(conf);
    Set<Decompressor> decompressors = new HashSet<Decompressor>();
    for (int i = 0; i < 10; ++i) {
      decompressors.add(CodecPool.getDecompressor(codec));
    }",1
"@Test
  public void testUncompressedInputWithLargeSplitSize() throws Exception {
    Configuration conf = new Configuration();
    // single char delimiter
    String inputData = ""abcde +fghij+ klmno+pqrst+uvwxyz"";
    Path inputFile = createInputFile(conf, inputData);
    conf.set(""textinputformat.record.delimiter"", ""+"");
    // split size over max value of integer
    long longSplitSize = (long)Integer.MAX_VALUE + 1;
    for (int bufferSize = 1; bufferSize <= inputData.length(); bufferSize++) {
      conf.setInt(""io.file.buffer.size"", bufferSize);
      testLargeSplitRecordForFile(conf, longSplitSize, inputData.length(),
          inputFile);
    }",1
"@Test
  public void testUncompressedInputCustomDelimiterPosValue()
      throws Exception {
    Configuration conf = new Configuration();
    conf.setInt(""io.file.buffer.size"", 10);
    conf.setInt(org.apache.hadoop.mapreduce.lib.input.
        LineRecordReader.MAX_LINE_LENGTH, Integer.MAX_VALUE);
    String inputData = ""abcdefghij++kl++mno"";
    Path inputFile = createInputFile(conf, inputData);
    String delimiter = ""++"";
    byte[] recordDelimiterBytes = delimiter.getBytes(StandardCharsets.UTF_8);
    // the first split must contain two records to make sure that it also pulls
    // in the record from the 2nd split
    int splitLength = 15;
    FileSplit split = new FileSplit(inputFile, 0, splitLength, (String[]) null);
    LineRecordReader reader = new LineRecordReader(conf, split,
        recordDelimiterBytes);
    LongWritable key = new LongWritable();
    Text value = new Text();
    // Get first record: ""abcdefghij""
    assertTrue(""Expected record got nothing"", reader.next(key, value));
    assertEquals(""Wrong length for record value"", 10, value.getLength());
    // Position should be 12 right after ""abcdefghij++""
    assertEquals(""Wrong position after record read"", 12, reader.getPos());
    // Get second record: ""kl""
    assertTrue(""Expected record got nothing"", reader.next(key, value));
    assertEquals(""Wrong length for record value"", 2, value.getLength());
    // Position should be 16 right after ""abcdefghij++kl++""
    assertEquals(""Wrong position after record read"", 16, reader.getPos());
    // Get third record: ""mno""
    assertTrue(""Expected record got nothing"", reader.next(key, value));
    assertEquals(""Wrong length for record value"", 3, value.getLength());
    // Position should be 19 right after ""abcdefghij++kl++mno""
    assertEquals(""Wrong position after record read"", 19, reader.getPos());
    assertFalse(reader.next(key, value));
    assertEquals(""Wrong position after record read"", 19, reader.getPos());
    reader.close();
    // No record is in the second split because the second split will drop
    // the first record, which was already reported by the first split.
    split = new FileSplit(inputFile, splitLength,
        inputData.length() - splitLength, (String[]) null);
    reader = new LineRecordReader(conf, split, recordDelimiterBytes);
    // The position should be 19 right after ""abcdefghij++kl++mno"" and should
    // not change
    assertEquals(""Wrong position after record read"", 19, reader.getPos());
    assertFalse(""Unexpected record returned"", reader.next(key, value));
    assertEquals(""Wrong position after record read"", 19, reader.getPos());
    reader.close();

    // multi char delimiter with starting part of the delimiter in the data
    inputData = ""abcd+efgh++ijk++mno"";
    inputFile = createInputFile(conf, inputData);
    splitLength = 5;
    split = new FileSplit(inputFile, 0, splitLength, (String[]) null);
    reader = new LineRecordReader(conf, split, recordDelimiterBytes);
    // Get first record: ""abcd+efgh""
    assertTrue(""Expected record got nothing"", reader.next(key, value));
    assertEquals(""Wrong position after record read"", 11, reader.getPos());
    assertEquals(""Wrong length for record value"", 9, value.getLength());
    // should have jumped over the delimiter, no record
    assertFalse(""Unexpected record returned"", reader.next(key, value));
    assertEquals(""Wrong position after record read"", 11, reader.getPos());
    reader.close();
    // next split: check for duplicate or dropped records
    split = new FileSplit(inputFile, splitLength,
        inputData.length() - splitLength, (String[]) null);
    reader = new LineRecordReader(conf, split, recordDelimiterBytes);
    // Get second record: ""ijk"" first in this split
    assertTrue(""Expected record got nothing"", reader.next(key, value));
    assertEquals(""Wrong position after record read"", 16, reader.getPos());
    assertEquals(""Wrong length for record value"", 3, value.getLength());
    // Get third record: ""mno"" second in this split
    assertTrue(""Expected record got nothing"", reader.next(key, value));
    assertEquals(""Wrong position after record read"", 19, reader.getPos());
    assertEquals(""Wrong length for record value"", 3, value.getLength());
    // should be at the end of the input
    assertFalse(reader.next(key, value));
    assertEquals(""Wrong position after record read"", 19, reader.getPos());
    reader.close();

    inputData = ""abcd|efgh|+|ij|kl|+|mno|pqr"";
    inputFile = createInputFile(conf, inputData);
    delimiter = ""|+|"";
    recordDelimiterBytes = delimiter.getBytes(StandardCharsets.UTF_8);
    // walking over the buffer and split sizes checks for proper processing
    // of the ambiguous bytes of the delimiter
    for (int bufferSize = 1; bufferSize <= inputData.length(); bufferSize++) {
      for (int splitSize = 1; splitSize < inputData.length(); splitSize++) {
        conf.setInt(""io.file.buffer.size"", bufferSize);
        split = new FileSplit(inputFile, 0, bufferSize, (String[]) null);
        reader = new LineRecordReader(conf, split, recordDelimiterBytes);
        // Get first record: ""abcd|efgh"" always possible
        assertTrue(""Expected record got nothing"", reader.next(key, value));
        assertThat(value.toString()).isEqualTo(""abcd|efgh"");
        assertEquals(""Wrong position after record read"", 9, value.getLength());
        // Position should be 12 right after ""|+|""
        int recordPos = 12;
        assertEquals(""Wrong position after record read"", recordPos,
            reader.getPos());
        // get the next record: ""ij|kl"" if the split/buffer allows it
        if (reader.next(key, value)) {
          // check the record info: ""ij|kl""
          assertThat(value.toString()).isEqualTo(""ij|kl"");
          // Position should be 20 right after ""|+|""
          recordPos = 20;
          assertEquals(""Wrong position after record read"", recordPos,
              reader.getPos());
        }",1
"@Test
  public void testAddInputPathWithMapper() {
    final JobConf conf = new JobConf();
    MultipleInputs.addInputPath(conf, new Path(""/foo""), TextInputFormat.class,
       MapClass.class);
    MultipleInputs.addInputPath(conf, new Path(""/bar""),
       KeyValueTextInputFormat.class, MapClass2.class);
    final Map<Path, InputFormat> inputs = MultipleInputs
       .getInputFormatMap(conf);
    final Map<Path, Class<? extends Mapper>> maps = MultipleInputs
       .getMapperTypeMap(conf);

    assertEquals(TextInputFormat.class, inputs.get(new Path(""/foo"")).getClass());
    assertEquals(KeyValueTextInputFormat.class, inputs.get(new Path(""/bar""))
       .getClass());
    assertEquals(MapClass.class, maps.get(new Path(""/foo"")));
    assertEquals(MapClass2.class, maps.get(new Path(""/bar"")));
  }",1
"@Test
  public void testRuntimeExRun() throws Exception {
    run(false, true);
  }",1
"@Test
  public void testMapFileOutputCommitterV1() throws Exception {
    testMapFileOutputCommitterInternal(1);
  }",1
"@Test
  public void testRecoveryV1() throws Exception {
    testRecoveryInternal(1, 1);
  }",1
"@Test
  public void testPathsWithFragNoSchemeAbsolute() throws IOException {
    ResourceConf.Builder b = new ResourceConf.Builder();
    b.setNumOfTmpFiles(5);
    b.setNumOfTmpLibJars(2);
    b.setNumOfTmpArchives(2);
    b.setJobJar(true);
    b.setPathsWithFrags(true);
    b.setPathsWithScheme(false);
    b.setAbsolutePaths(true);
    ResourceConf rConf = b.build();
    JobConf jConf = new JobConf();
    JobResourceUploader uploader = new StubedUploader(jConf);

    runTmpResourcePathTest(uploader, rConf, jConf, expectedFilesWithFrags,
        expectedArchivesWithFrags, basicExpectedJobJar);
  }",1
"@Test
  public void testPathsWithNoFragWithSchemeAbsolute() throws IOException {
    ResourceConf.Builder b = new ResourceConf.Builder();
    b.setNumOfTmpFiles(5);
    b.setNumOfTmpLibJars(2);
    b.setNumOfTmpArchives(2);
    b.setJobJar(true);
    b.setPathsWithFrags(false);
    b.setPathsWithScheme(true);
    b.setAbsolutePaths(true);
    ResourceConf rConf = b.build();
    JobConf jConf = new JobConf();
    JobResourceUploader uploader = new StubedUploader(jConf);

    runTmpResourcePathTest(uploader, rConf, jConf, expectedFilesNoFrags,
        expectedArchivesNoFrags, basicExpectedJobJar);
  }",1
"@Test
  public void testMRAsyncDiskService() throws Throwable {
  
    FileSystem localFileSystem = FileSystem.getLocal(new Configuration());
    String[] vols = new String[]{TEST_ROOT_DIR + ""/0"",
        TEST_ROOT_DIR + ""/1""}",1
"@Test
  public void testMRWebAppRedirection() throws Exception {

    String[] schemePrefix =
        { WebAppUtils.HTTP_PREFIX, WebAppUtils.HTTPS_PREFIX }",1
"@Test
  public void testBlacklistedNodesXML() throws Exception {
    WebResource r = resource();
    ClientResponse response = r.path(""ws"").path(""v1"").path(""mapreduce"")
        .path(""blacklistednodes"").accept(MediaType.APPLICATION_XML)
        .get(ClientResponse.class);
    assertEquals(MediaType.APPLICATION_XML + ""; "" + JettyUtils.UTF_8,
        response.getType().toString());
    String xml = response.getEntity(String.class);
    verifyBlacklistedNodesInfoXML(xml, appContext);
  }",1
"@Test
  public void testCreateDirsWithoutFileSystem() throws Exception {
    Configuration conf = new YarnConfiguration();
    conf.set(FileSystem.FS_DEFAULT_NAME_KEY, ""hdfs://localhost:1"");
    testTryCreateHistoryDirs(conf, false);
  }",1
"@Test
  public void testGetLocalInetAddress() throws Exception {
    assertNotNull(NetUtils.getLocalInetAddress(""127.0.0.1""));
    assertNull(NetUtils.getLocalInetAddress(""invalid-address-for-test""));
    assertNull(NetUtils.getLocalInetAddress(null));
  }",1
"@Test
  public void testClearingCachedMappings() throws IOException {
    File mapFile = File.createTempFile(getClass().getSimpleName() +
        "".testClearingCachedMappings"", "".txt"");
    Files.asCharSink(mapFile, StandardCharsets.UTF_8).write(
        hostName1 + "" /rack1\n"" + hostName2 + ""\t/rack2\n"");
    mapFile.deleteOnExit();

    TableMapping mapping = new TableMapping();

    Configuration conf = new Configuration();
    conf.set(NET_TOPOLOGY_TABLE_MAPPING_FILE_KEY, mapFile.getCanonicalPath());
    mapping.setConf(conf);

    List<String> names = new ArrayList<String>();
    names.add(hostName1);
    names.add(hostName2);

    List<String> result = mapping.resolve(names);
    assertEquals(names.size(), result.size());
    assertEquals(""/rack1"", result.get(0));
    assertEquals(""/rack2"", result.get(1));

    Files.asCharSink(mapFile, StandardCharsets.UTF_8).write("""");

    mapping.reloadCachedMappings();

    names = new ArrayList<String>();
    names.add(hostName1);
    names.add(hostName2);

    result = mapping.resolve(names);
    assertEquals(names.size(), result.size());
    assertEquals(NetworkTopology.DEFAULT_RACK, result.get(0));
    assertEquals(NetworkTopology.DEFAULT_RACK, result.get(1));
  }",1
"@Test
  public void testRMRf() throws Throwable {
    mkPath(""/rm"", CreateMode.PERSISTENT);
    mkPath(""/rm/child"", CreateMode.PERSISTENT);
    curatorService.zkDelete(""/rm"", true, null);
    verifyNotExists(""/rm"");
    curatorService.zkDelete(""/rm"", true, null);
  }",1
"@Test
  public void testVerifyExists() throws Throwable {
    pathMustExist(""/"");
  }",1
"@Test
  public void testExists() throws IOException {
    System.out.println(""pre-create test path"");
    fs.mkdirs(new Path(""test/registryTestNode""));

    System.out.println(""Check for existing node"");
    boolean exists = registry.exists(""test/registryTestNode"");
    Assert.assertTrue(exists);

    System.out.println(""Check for  non-existing node"");
    exists = registry.exists(""test/nonExistentNode"");
    Assert.assertFalse(exists);
  }",1
"@Test
  public void testDeleteServiceEntry() throws Throwable {
    putExampleServiceEntry(ENTRY_PATH, 0);
    operations.delete(ENTRY_PATH, false);
  }",1
"@Test
  public void testMkdirNoParent() throws Throwable {
    String path = ENTRY_PATH + ""/missing"";
    try {
      operations.mknode(path, false);
      RegistryPathStatus stat = operations.stat(path);
      fail(""Got a status "" + stat);
    }",1
"@Test
  public void testPutGetServiceEntry() throws Throwable {
    ServiceRecord written = putExampleServiceEntry(ENTRY_PATH, 0,
        PersistencePolicies.APPLICATION);
    ServiceRecord resolved = operations.resolve(ENTRY_PATH);
    validateEntry(resolved);
    assertMatches(written, resolved);
  }",1
"@Test
  public void testStatDirectory() throws Throwable {
    String empty = ""/empty"";
    operations.mknode(empty, false);
    operations.stat(empty);
  }",1
"@Test
  public void testStatRootPath() throws Throwable {
    operations.mknode(""/"", false);
    operations.stat(""/"");
    operations.list(""/"");
    operations.list(""/"");
  }",1
"@Test
  public void testAAAALookup() throws Exception {
    ServiceRecord record = getMarshal().fromBytes(""somepath"",
        CONTAINER_RECORD.getBytes());
    getRegistryDNS().register(
        ""/registry/users/root/services/org-apache-slider/test1/components/""
            + ""ctr-e50-1451931954322-0016-01-000002"",
        record);

    // start assessing whether correct records are available
    List<Record> recs = assertDNSQuery(
        ""ctr-e50-1451931954322-0016-01-000002.dev.test."", Type.AAAA, 1);
    assertEquals(""wrong result"", ""172.17.0.19"",
        ((AAAARecord) recs.get(0)).getAddress().getHostAddress());

    recs = assertDNSQuery(""httpd-1.test1.root.dev.test."", Type.AAAA, 1);
    assertTrue(""not an ARecord"", recs.get(0) instanceof AAAARecord);
  }",1
"@Test
  public void testContainerRegistrationPersistanceAbsent() throws Exception {
    ServiceRecord record = marshal.fromBytes(""somepath"",
        CONTAINER_RECORD_YARN_PERSISTANCE_ABSENT.getBytes());
    registryDNS.register(
        ""/registry/users/root/services/org-apache-slider/test1/components/""
            + ""ctr-e50-1451931954322-0016-01-000003"",
         record);

    Name name =
        Name.fromString(""ctr-e50-1451931954322-0016-01-000002.dev.test."");
    Record question = Record.newRecord(name, Type.A, DClass.IN);
    Message query = Message.newQuery(question);
    byte[] responseBytes = registryDNS.generateReply(query, null);
    Message response = new Message(responseBytes);
    assertEquals(""Excepting NXDOMAIN as Record must not have regsisterd wrong"",
        Rcode.NXDOMAIN, response.getRcode());
  }",1
"@Test
  public void testNegativeLookup() throws Exception {
    ServiceRecord record = getMarshal().fromBytes(""somepath"",
        CONTAINER_RECORD.getBytes());
    getRegistryDNS().register(
        ""/registry/users/root/services/org-apache-slider/test1/components/""
            + ""ctr-e50-1451931954322-0016-01-000002"",
        record);

    // start assessing whether correct records are available
    Name name = Name.fromString(""missing.dev.test."");
    Record question = Record.newRecord(name, Type.A, DClass.IN);
    Message query = Message.newQuery(question);

    byte[] responseBytes = getRegistryDNS().generateReply(query, null);
    Message response = new Message(responseBytes);
    assertEquals(""not successful"", Rcode.NXDOMAIN, response.getRcode());
    assertNotNull(""Null response"", response);
    assertEquals(""Questions do not match"", query.getQuestion(),
        response.getQuestion());
    List<Record> sectionArray = response.getSection(Section.AUTHORITY);
    assertEquals(""Wrong number of recs in AUTHORITY"", isSecure() ? 2 : 1,
        sectionArray.size());
    boolean soaFound = false;
    for (Record rec : sectionArray) {
      soaFound = rec.getType() == Type.SOA;
      if (soaFound) {
        break;
      }",1
"@Test
  public void testReverseLookup() throws Exception {
    ServiceRecord record = getMarshal().fromBytes(""somepath"",
        CONTAINER_RECORD.getBytes());
    getRegistryDNS().register(
        ""/registry/users/root/services/org-apache-slider/test1/components/""
            + ""ctr-e50-1451931954322-0016-01-000002"",
        record);

    // start assessing whether correct records are available
    List<Record> recs = assertDNSQuery(
        ""19.0.17.172.in-addr.arpa."", Type.PTR, 1);
    assertEquals(""wrong result"",
        ""httpd-1.test1.root.dev.test."",
        ((PTRRecord) recs.get(0)).getTarget().toString());
  }",1
"@Test
  public void testJksProvider() throws Exception {
    Configuration conf = new Configuration();
    final Path jksPath = new Path(tmpDir.toString(), ""test.jks"");
    final String ourUrl =
        JavaKeyStoreProvider.SCHEME_NAME + ""://file"" + jksPath.toUri();

    File file = new File(tmpDir, ""test.jks"");
    file.delete();
    conf.set(CredentialProviderFactory.CREDENTIAL_PROVIDER_PATH, ourUrl);
    checkSpecificProvider(conf, ourUrl);
    Path path = ProviderUtils.unnestUri(new URI(ourUrl));
    FileSystem fs = path.getFileSystem(conf);
    FileStatus s = fs.getFileStatus(path);
    assertEquals(""rw-------"", s.getPermission().toString());
    assertTrue(file + "" should exist"", file.isFile());

    // check permission retention after explicit change
    fs.setPermission(path, new FsPermission(""777""));
    checkPermissionRetention(conf, ourUrl, path);
  }",1
"@Test
  public void testGetSecrets() throws Exception {
    File testDir = new File(System.getProperty(""test.build.data"",
        ""target/test-dir""));
    testDir.mkdirs();
    String secretValue = ""hadoop"";
    File secretFile = new File(testDir, ""http-secret.txt"");
    Writer writer = new FileWriter(secretFile);
    writer.write(secretValue);
    writer.close();

    FileSignerSecretProvider secretProvider
            = new FileSignerSecretProvider();
    Properties secretProviderProps = new Properties();
    secretProviderProps.setProperty(
            AuthenticationFilter.SIGNATURE_SECRET_FILE,
        secretFile.getAbsolutePath());
    secretProvider.init(secretProviderProps, null, -1);
    Assert.assertArrayEquals(secretValue.getBytes(),
        secretProvider.getCurrentSecret());
    byte[][] allSecrets = secretProvider.getAllSecrets();
    Assert.assertEquals(1, allSecrets.length);
    Assert.assertArrayEquals(secretValue.getBytes(), allSecrets[0]);
  }",1
"@Test
  public void testFileOutput() throws Throwable {
    File f = new File(""target/kdiag.txt"");
    kdiag(ARG_KEYLEN, KEYLEN,
        ARG_KEYTAB, keytab.getAbsolutePath(),
        ARG_PRINCIPAL, ""foo@EXAMPLE.COM"",
        ARG_OUTPUT, f.getAbsolutePath());
    LOG.info(""Output of {}",1
"@Test
  public void testKeytabAndPrincipal() throws Throwable {
    kdiag(ARG_KEYLEN, KEYLEN,
        ARG_KEYTAB, keytab.getAbsolutePath(),
        ARG_PRINCIPAL, ""foo@EXAMPLE.COM"");
  }",1
"@Test
  public void testNoKeytab() throws Throwable {
    kdiagFailure(CAT_KERBEROS, ARG_KEYLEN, KEYLEN,
        ARG_KEYTAB, ""target/nofile"");
  }",1
"@Test
  public void testSecure() throws Throwable {
    kdiagFailure(CAT_CONFIG, ARG_KEYLEN, KEYLEN, ARG_SECURE);
  }",1
