test_method,detected_smells
"@Test
  public void testReturnedTokenIsNull() throws Exception {
    WebHdfsFileSystem fs = mock(WebHdfsFileSystem.class);
    doReturn(null).when(fs).getDelegationToken(anyString());
    Path p = new Path(f.getRoot().getAbsolutePath(), tokenFile);
    DelegationTokenFetcher.saveDelegationToken(conf, fs, null, p);
    // When Token returned is null, TokenFile should not exist
    Assert.assertFalse(p.getFileSystem(conf).exists(p));

  }",Mystery Guest
"@Test
  public void testCheckHealth() throws Exception {
    assertEquals(0, runTool(""-checkHealth"", ""nn1""));
    Mockito.verify(mockProtocol).monitorHealth();
    
    Mockito.doThrow(new HealthCheckFailedException(""fake health check failure""))
      .when(mockProtocol).monitorHealth();
    assertEquals(-1, runTool(""-checkHealth"", ""nn1""));
    assertOutputContains(""Health check failed: fake health check failure"");
  }",No Smells
"@Test
  public void testFailoverWithAutoHa() throws Exception {
    Mockito.doReturn(STANDBY_READY_RESULT).when(mockProtocol).getServiceStatus();
    // Turn on auto-HA in the config
    HdfsConfiguration conf = getHAConf();
    conf.setBoolean(DFSConfigKeys.DFS_HA_AUTO_FAILOVER_ENABLED_KEY, true);
    conf.set(DFSConfigKeys.DFS_HA_FENCE_METHODS_KEY, getFencerTrueCommand());
    tool.setConf(conf);

    assertEquals(0, runTool(""-failover"", ""nn1"", ""nn2""));
    Mockito.verify(mockZkfcProtocol).gracefulFailover();
  }",No Smells
"@Test
  public void testFailoverWithFenceButNoFencer() throws Exception {
    Mockito.doReturn(STANDBY_READY_RESULT).when(mockProtocol).getServiceStatus();
    assertEquals(-1, runTool(""-failover"", ""nn1"", ""nn2"", ""--forcefence""));
  }",No Smells
"@Test
  public void testMutativeOperationsWithAutoHaEnabled() throws Exception {
    Mockito.doReturn(STANDBY_READY_RESULT).when(mockProtocol).getServiceStatus();
    
    // Turn on auto-HA in the config
    HdfsConfiguration conf = getHAConf();
    conf.setBoolean(DFSConfigKeys.DFS_HA_AUTO_FAILOVER_ENABLED_KEY, true);
    conf.set(DFSConfigKeys.DFS_HA_FENCE_METHODS_KEY, getFencerTrueCommand());
    tool.setConf(conf);

    // Should fail without the forcemanual flag
    assertEquals(-1, runTool(""-transitionToActive"", ""nn1""));
    assertTrue(errOutput.contains(""Refusing to manually manage""));
    assertEquals(-1, runTool(""-transitionToStandby"", ""nn1""));
    assertTrue(errOutput.contains(""Refusing to manually manage""));
    assertEquals(-1, runTool(""-transitionToObserver"", ""nn1""));
    assertTrue(errOutput.contains(""Refusing to manually manage""));

    Mockito.verify(mockProtocol, Mockito.never())
      .transitionToActive(anyReqInfo());
    Mockito.verify(mockProtocol, Mockito.never())
        .transitionToStandby(anyReqInfo());
    Mockito.verify(mockProtocol, Mockito.never())
        .transitionToObserver(anyReqInfo());


    // Force flag should bypass the check and change the request source
    // for the RPC
    setupConfirmationOnSystemIn();
    assertEquals(0, runTool(""-transitionToActive"", ""-forcemanual"", ""nn1""));
    setupConfirmationOnSystemIn();
    assertEquals(0, runTool(""-transitionToStandby"", ""-forcemanual"", ""nn1""));
    setupConfirmationOnSystemIn();
    assertEquals(0, runTool(""-transitionToObserver"", ""-forcemanual"", ""nn1""));

    Mockito.verify(mockProtocol, Mockito.times(1)).transitionToActive(
        reqInfoCaptor.capture());
    Mockito.verify(mockProtocol, Mockito.times(1)).transitionToStandby(
        reqInfoCaptor.capture());
    Mockito.verify(mockProtocol, Mockito.times(1)).transitionToObserver(
        reqInfoCaptor.capture());

    // All of the RPCs should have had the ""force"" source
    for (StateChangeRequestInfo ri : reqInfoCaptor.getAllValues()) {
      assertEquals(RequestSource.REQUEST_BY_USER_FORCED, ri.getSource());
    }",Eager Test
"@Test
  public void testOverwriteFile() throws IOException {
    assertTrue(""Creating empty dst file"", DST_FILE.createNewFile());
    
    OutputStream fos = new AtomicFileOutputStream(DST_FILE);
    
    assertTrue(""Empty file still exists"", DST_FILE.exists());
    fos.write(TEST_STRING.getBytes());
    fos.flush();
    
    // Original contents still in place
    assertEquals("""", DFSTestUtil.readFile(DST_FILE));

    fos.close();

    // New contents replace original file
    String readBackData = DFSTestUtil.readFile(DST_FILE);
    assertEquals(TEST_STRING, readBackData);
  }",Mystery Guest
"@Test
  public void testAllocateRecycle() throws Exception {
    final int countThreshold = 4;
    final int countLimit = 8;
    final long countResetTimePeriodMs = 200L;
    final ByteArrayManager.Impl bam = new ByteArrayManager.Impl(
        new ByteArrayManager.Conf(
            countThreshold, countLimit, countResetTimePeriodMs));
    
    final CounterMap counters = bam.getCounters();
    final ManagerMap managers = bam.getManagers();
    
    final int[] uncommonArrays = {0, 1, 2, 4, 8, 16, 32, 64}",Eager Test
"@Test
  public void testCyclicIteration() throws Exception {
    for(int n = 0; n < 5; n++) {
      checkCyclicIteration(n);
    }",Eager Test
"@Test
  public void testRepeatECSchema() throws Exception {
    PrintWriter out = new PrintWriter(new FileWriter(POLICY_FILE));
    out.println(""<?xml version=\""1.0\""?>"");
    out.println(""<configuration>"");
    out.println(""<layoutversion>1</layoutversion>"");
    out.println(""<schemas>"");
    out.println(""  <schema id=\""RSk12m4\"">"");
    out.println(""    <codec>RS-legacy</codec>"");
    out.println(""    <k>12</k>"");
    out.println(""    <m>4</m>"");
    out.println(""  </schema>"");
    out.println(""  <schema id=\""RS-legacyk12m4\"">"");
    out.println(""    <codec>RS-legacy</codec>"");
    out.println(""    <k>12</k>"");
    out.println(""    <m>4</m>"");
    out.println(""  </schema>"");
    out.println(""</schemas>"");
    out.println(""<policies>"");
    out.println(""  <policy>"");
    out.println(""    <schema>RS-legacyk12m4</schema>"");
    out.println(""    <cellsize>1024</cellsize>"");
    out.println(""  </policy>"");
    out.println(""  <policy>"");
    out.println(""    <schema>RSk12m4</schema>"");
    out.println(""    <cellsize>20480</cellsize>"");
    out.println(""  </policy>"");
    out.println(""</policies>"");
    out.println(""</configuration>"");
    out.close();

    ECPolicyLoader ecPolicyLoader = new ECPolicyLoader();

    try {
      ecPolicyLoader.loadPolicy(POLICY_FILE);
      fail(""RuntimeException should be thrown for repetitive elements"");
    }",No Smells
"@Test
  public void testEmptyBasic() {
    LOG.info(""Test empty basic"");
    Iterator<Integer> iter = set.iterator();
    // iterator should not have next
    assertFalse(iter.hasNext());
    assertEquals(0, set.size());
    assertTrue(set.isEmpty());
    LOG.info(""Test empty - DONE"");
  }",No Smells
"@Test
  public void testOneElementBasic() {
    LOG.info(""Test one element basic"");
    set.add(list.get(0));
    // set should be non-empty
    assertEquals(1, set.size());
    assertFalse(set.isEmpty());

    // iterator should have next
    Iterator<Integer> iter = set.iterator();
    assertTrue(iter.hasNext());

    // iterator should not have next
    assertEquals(list.get(0), iter.next());
    assertFalse(iter.hasNext());
    LOG.info(""Test one element basic - DONE"");
  }",No Smells
"@Test
  public void testPollNMultiArray() {
    LOG.info(""Test pollN multi array"");

    // use addAll
    set.addAll(list);

    // poll existing elements (less than size)
    Integer[] poll = new Integer[10];
    poll = set.pollToArray(poll);
    assertEquals(10, poll.length);

    for (Integer i : poll) {
      // should be in original items
      assertTrue(list.contains(i));
      // should not be in the set anymore
      assertFalse(set.contains(i));
    }",Eager Test
"@Test
  public void testRemoveAll() {
    LOG.info(""Test remove all"");
    for (Integer i : list) {
      assertTrue(set.add(i));
    }",Eager Test
"@Test
  public void testOneElementBasic() {
    LOG.info(""Test one element basic"");
    set.add(list.get(0));
    // set should be non-empty
    assertEquals(1, set.size());
    assertFalse(set.isEmpty());

    // iterator should have next
    Iterator<Integer> iter = set.iterator();
    assertTrue(iter.hasNext());

    // iterator should not have next
    assertEquals(list.get(0), iter.next());
    assertFalse(iter.hasNext());
    LOG.info(""Test one element basic - DONE"");
  }",No Smells
"@Test
  public void testPollAll() {
    LOG.info(""Test poll all"");
    for (Integer i : list) {
      assertTrue(set.add(i));
    }",Eager Test
"@Test
  public void testPollMulti() {
    LOG.info(""Test poll multi"");
    for (Integer i : list) {
      assertTrue(set.add(i));
    }",Eager Test
"@Test
  public void testPollNMulti() {
    LOG.info(""Test pollN multi"");

    // use addAll
    set.addAll(list);

    // poll existing elements
    List<Integer> l = set.pollN(10);
    assertEquals(10, l.size());

    for (int i = 0; i < 10; i++) {
      assertEquals(list.get(i), l.get(i));
    }",Eager Test
"@Test
  public void testRemoveMulti() {
    LOG.info(""Test remove multi"");
    for (Integer i : list) {
      assertTrue(set.add(i));
    }",Eager Test
"@Test
  public void testVerifyMD5FileBadDigest() throws Exception {
    MD5FileUtils.saveMD5File(TEST_FILE, MD5Hash.digest(new byte[0]));
    try {
      MD5FileUtils.verifySavedMD5(TEST_FILE, TEST_MD5);
      fail(""Did not throw"");
    }",Mystery Guest + Resource Optimism
"@Test
  public void testDivideByteRangeIntoStripes() {
    ByteBuffer assembled =
        ByteBuffer.allocate(stripesPerBlock * stripeSize);
    for (int bgSize : blockGroupSizes) {
      LocatedStripedBlock blockGroup = createDummyLocatedBlock(bgSize);
      byte[][] internalBlkBufs = createInternalBlkBuffers(bgSize);
      for (int brStart : byteRangeStartOffsets) {
        for (int brSize : byteRangeSizes) {
          if (brStart + brSize > bgSize) {
            continue;
          }",Eager Test
"@Test
  public void testInvalidSequence() throws Exception {
    try {
      XMLUtils.unmangleXmlString(""\\000g;foo"", false);
      Assert.fail(""expected an unmangling error"");
    }",No Smells
"@Test
  public void testMangleStringWithBackSlash() throws Exception {
    testRoundTrip(""a\\bcdef"", ""a\\005c;bcdef"");
    testRoundTrip(""\\\\"", ""\\005c;\\005c;"");
  }",No Smells
"@Test
  public void testAvailableStreamClosed() throws IOException {
    ByteRangeInputStream bris =
            mock(ByteRangeInputStream.class, CALLS_REAL_METHODS);
    InputStreamAndFileLength mockStream = new InputStreamAndFileLength(null,
            mock(InputStream.class));
    doReturn(mockStream).when(bris).openInputStream(Mockito.anyLong());
    Whitebox.setInternalState(bris, ""status"",
            ByteRangeInputStream.StreamStatus.SEEK);

    bris.close();
    try{
      bris.available();
      fail(""Exception should be thrown when stream is closed"");
    }",No Smells
"@Test
  public void testByteRange() throws IOException {
    ByteRangeInputStream.URLOpener oMock = getMockURLOpener(
        new URL(""http://test""));
    ByteRangeInputStream.URLOpener rMock = getMockURLOpener(null);
    ByteRangeInputStream bris = new ByteRangeInputStreamImpl(oMock, rMock);

    bris.seek(0);

    assertEquals(""getPos wrong"", 0, bris.getPos());

    bris.read();

    assertEquals(""Initial call made incorrectly (offset check)"",
        0, bris.startPos);
    assertEquals(""getPos should return 1 after reading one byte"", 1,
        bris.getPos());
    verify(oMock, times(1)).connect(0, false);

    bris.read();

    assertEquals(""getPos should return 2 after reading two bytes"", 2,
        bris.getPos());
    // No additional connections should have been made (no seek)
    verify(oMock, times(1)).connect(0, false);

    rMock.setURL(new URL(""http://resolvedurl/""));

    bris.seek(100);
    bris.read();

    assertEquals(""Seek to 100 bytes made incorrectly (offset Check)"",
        100, bris.startPos);
    assertEquals(""getPos should return 101 after reading one byte"", 101,
        bris.getPos());
    verify(rMock, times(1)).connect(100, true);

    bris.seek(101);
    bris.read();

    // Seek to 101 should not result in another request
    verify(rMock, times(1)).connect(100, true);
    verify(rMock, times(0)).connect(101, true);

    bris.seek(2500);
    bris.read();

    assertEquals(""Seek to 2500 bytes made incorrectly (offset Check)"",
        2500, bris.startPos);

    doReturn(getMockConnection(null))
        .when(rMock).connect(anyLong(), anyBoolean());
    bris.seek(500);
    try {
      bris.read();
      fail(""Exception should be thrown when content-length is not given"");
    }",Eager Test + Mystery Guest + Resource Optimism
"@Test
  public void testPropagatedClose() throws IOException {
    ByteRangeInputStream bris =
        mock(ByteRangeInputStream.class, CALLS_REAL_METHODS);
    InputStreamAndFileLength mockStream = new InputStreamAndFileLength(1L,
        mock(InputStream.class));
    doReturn(mockStream).when(bris).openInputStream(Mockito.anyLong());
    Whitebox.setInternalState(bris, ""status"",
                              ByteRangeInputStream.StreamStatus.SEEK);

    int brisOpens = 0;
    int brisCloses = 0;
    int isCloses = 0;

    // first open, shouldn't close underlying stream
    bris.getInputStream();
    verify(bris, times(++brisOpens)).openInputStream(Mockito.anyLong());
    verify(bris, times(brisCloses)).close();
    verify(mockStream.in, times(isCloses)).close();

    // stream is open, shouldn't close underlying stream
    bris.getInputStream();
    verify(bris, times(brisOpens)).openInputStream(Mockito.anyLong());
    verify(bris, times(brisCloses)).close();
    verify(mockStream.in, times(isCloses)).close();

    // seek forces a reopen, should close underlying stream
    bris.seek(1);
    bris.getInputStream();
    verify(bris, times(++brisOpens)).openInputStream(Mockito.anyLong());
    verify(bris, times(brisCloses)).close();
    verify(mockStream.in, times(++isCloses)).close();

    // verify that the underlying stream isn't closed after a seek
    // ie. the state was correctly updated
    bris.getInputStream();
    verify(bris, times(brisOpens)).openInputStream(Mockito.anyLong());
    verify(bris, times(brisCloses)).close();
    verify(mockStream.in, times(isCloses)).close();

    // seeking to same location should be a no-op
    bris.seek(1);
    bris.getInputStream();
    verify(bris, times(brisOpens)).openInputStream(Mockito.anyLong());
    verify(bris, times(brisCloses)).close();
    verify(mockStream.in, times(isCloses)).close();

    // close should of course close
    bris.close();
    verify(bris, times(++brisCloses)).close();
    verify(mockStream.in, times(++isCloses)).close();

    // it's already closed, underlying stream should not close
    bris.close();
    verify(bris, times(++brisCloses)).close();
    verify(mockStream.in, times(isCloses)).close();

    // it's closed, don't reopen it
    boolean errored = false;
    try {
      bris.getInputStream();
    }",Eager Test + Mystery Guest + Resource Optimism
"@Test
  public void testToJsonFromAclStatus() {
    String jsonString =
        ""{\""AclStatus\"":{\""entries\"":[\""user:user1:rwx\"",\""group::rw-\""],\""group\"":\""supergroup\"",\""owner\"":\""testuser\"",\""stickyBit\"":false}",No Smells
"@Test
  public void testContentSummary() throws Exception {
    final Configuration conf = WebHdfsTestUtil.createConf();
    final Path path = new Path(""/QuotaDir"");
    cluster = new MiniDFSCluster.Builder(conf).numDataNodes(0).build();
    final WebHdfsFileSystem webHdfs = WebHdfsTestUtil.getWebHdfsFileSystem(conf,
        WebHdfsConstants.WEBHDFS_SCHEME);
    final DistributedFileSystem dfs = cluster.getFileSystem();
    dfs.mkdirs(path);
    dfs.setQuotaByStorageType(path, StorageType.DISK, 100000);
    ContentSummary contentSummary = webHdfs.getContentSummary(path);
    Assert
        .assertTrue((contentSummary.getTypeQuota(StorageType.DISK) == 100000));
  }",Mystery Guest + Resource Optimism
"@Test
  public void testFsserverDefaultsBackwardsCompatible() throws Exception {
    final Configuration conf = WebHdfsTestUtil.createConf();
    cluster = new MiniDFSCluster.Builder(conf).numDataNodes(0).build();
    final WebHdfsFileSystem webfs = WebHdfsTestUtil.getWebHdfsFileSystem(conf,
        WebHdfsConstants.WEBHDFS_SCHEME);
    FSNamesystem fsnSpy =
        NameNodeAdapterMockitoUtil.spyOnNamesystem(cluster.getNameNode());
    Mockito.when(fsnSpy.getServerDefaults())
        .thenThrow(new UnsupportedOperationException());
    try {
      webfs.getServerDefaults();
      Assert.fail(""should have thrown UnSupportedOperationException."");
    }",No Smells
"@Test
  public void testGetTrashRoot() throws Exception {
    final Configuration conf = WebHdfsTestUtil.createConf();
    final String currentUser =
        UserGroupInformation.getCurrentUser().getShortUserName();
    cluster = new MiniDFSCluster.Builder(conf).numDataNodes(0).build();
    final WebHdfsFileSystem webFS = WebHdfsTestUtil.getWebHdfsFileSystem(conf,
        WebHdfsConstants.WEBHDFS_SCHEME);

    Path trashPath = webFS.getTrashRoot(new Path(""/""));
    Path expectedPath = new Path(FileSystem.USER_HOME_PREFIX,
        new Path(currentUser, FileSystem.TRASH_PREFIX));
    assertEquals(expectedPath.toUri().getPath(), trashPath.toUri().getPath());
  }",No Smells
"@Test
  public void testSetStoragePolicyWhenPolicyDisabled() throws Exception {
    Configuration conf = new HdfsConfiguration();
    conf.setBoolean(DFSConfigKeys.DFS_STORAGE_POLICY_ENABLED_KEY, false);
    cluster = new MiniDFSCluster.Builder(conf).numDataNodes(0)
        .build();
    try {
      cluster.waitActive();
      final WebHdfsFileSystem webHdfs = WebHdfsTestUtil.getWebHdfsFileSystem(
          conf, WebHdfsConstants.WEBHDFS_SCHEME);
      webHdfs.setStoragePolicy(new Path(""/""),
          HdfsConstants.COLD_STORAGE_POLICY_NAME);
      fail(""Should throw exception, when storage policy disabled"");
    }",No Smells
"@Test
  public void testStoragePolicy() throws Exception {
    final Configuration conf = WebHdfsTestUtil.createConf();
    final Path path = new Path(""/file"");
    cluster = new MiniDFSCluster.Builder(conf).numDataNodes(0).build();
    final DistributedFileSystem dfs = cluster.getFileSystem();
    final WebHdfsFileSystem webHdfs = WebHdfsTestUtil.getWebHdfsFileSystem(conf,
        WebHdfsConstants.WEBHDFS_SCHEME);

    // test getAllStoragePolicies
    Assert.assertTrue(Arrays.equals(dfs.getAllStoragePolicies().toArray(),
        webHdfs.getAllStoragePolicies().toArray()));

    // test get/set/unset policies
    DFSTestUtil.createFile(dfs, path, 0, (short) 1, 0L);
    // get defaultPolicy
    BlockStoragePolicySpi defaultdfsPolicy = dfs.getStoragePolicy(path);
    // set policy through webhdfs
    webHdfs.setStoragePolicy(path, HdfsConstants.COLD_STORAGE_POLICY_NAME);
    // get policy from dfs
    BlockStoragePolicySpi dfsPolicy = dfs.getStoragePolicy(path);
    // get policy from webhdfs
    BlockStoragePolicySpi webHdfsPolicy = webHdfs.getStoragePolicy(path);
    Assert.assertEquals(HdfsConstants.COLD_STORAGE_POLICY_NAME.toString(),
        webHdfsPolicy.getName());
    Assert.assertEquals(webHdfsPolicy, dfsPolicy);
    // unset policy
    webHdfs.unsetStoragePolicy(path);
    Assert.assertEquals(defaultdfsPolicy, webHdfs.getStoragePolicy(path));
  }",Mystery Guest + Resource Optimism
"@Test
  public void testWebHdfsDeleteSnapshot() throws Exception {
    final Configuration conf = WebHdfsTestUtil.createConf();
    cluster = new MiniDFSCluster.Builder(conf).numDataNodes(0).build();
    cluster.waitActive();
    final DistributedFileSystem dfs = cluster.getFileSystem();
    final FileSystem webHdfs = WebHdfsTestUtil.getWebHdfsFileSystem(conf,
        WebHdfsConstants.WEBHDFS_SCHEME);

    final Path foo = new Path(""/foo"");
    dfs.mkdirs(foo);
    dfs.allowSnapshot(foo);

    webHdfs.createSnapshot(foo, ""s1"");
    final Path spath = webHdfs.createSnapshot(foo, null);
    Assert.assertTrue(webHdfs.exists(spath));
    final Path s1path = SnapshotTestHelper.getSnapshotRoot(foo, ""s1"");
    Assert.assertTrue(webHdfs.exists(s1path));

    // delete operation snapshot name as null
    try {
      webHdfs.deleteSnapshot(foo, null);
      fail(""Expected IllegalArgumentException"");
    }",Mystery Guest
"@Test
  public void testConfiguration() {
    Configuration conf = new Configuration();
    conf.set(CommonConfigurationKeys.HADOOP_HTTP_STATIC_USER, ""joe"");
    assertEquals(""joe"", StaticUserWebFilter.getUsernameFromConf(conf));
  }",No Smells
"@Test
  public void testOldStyleConfiguration() {
    Configuration conf = new Configuration();
    conf.set(""dfs.web.ugi"", ""joe,group1,group2"");
    assertEquals(""joe"", StaticUserWebFilter.getUsernameFromConf(conf));
  }",No Smells
"@Test
  public void testRequestQuoting() throws Exception {
    HttpServletRequest mockReq = Mockito.mock(HttpServletRequest.class);
    HttpServer2.QuotingInputFilter.RequestQuoter quoter =
      new HttpServer2.QuotingInputFilter.RequestQuoter(mockReq);
    
    Mockito.doReturn(""a<b"").when(mockReq).getParameter(""x"");
    assertEquals(""Test simple param quoting"",
        ""a&lt;b"", quoter.getParameter(""x""));
    
    Mockito.doReturn(null).when(mockReq).getParameter(""x"");
    assertEquals(""Test that missing parameters dont cause NPE"",
        null, quoter.getParameter(""x""));

    Mockito.doReturn(new String[]{""a<b"", ""b""}",No Smells
"@Test public void testRoundtrip() throws Exception {
    runRoundTrip("""");
    runRoundTrip(""<>&'\"""");
    runRoundTrip(""ab>cd<ef&ghi'\"""");
    runRoundTrip(""A string\n with no quotable chars in it!"");
    runRoundTrip(null);
    StringBuilder buffer = new StringBuilder();
    for(char ch=0; ch < 127; ++ch) {
      buffer.append(ch);
    }",Eager Test
"@Test
  public void  testClose() {
    TestCompressorStream testCompressorStream = new TestCompressorStream();
    try {
      testCompressorStream.close(); 
    }",Mystery Guest
"@Test
  public void testIdempotentResetState() throws IOException {
    DataOutputBuffer dob = new DataOutputBuffer();
    CompressionOutputStream cmpOut = codec.createOutputStream(dob);
    cmpOut.write(DATA1.getBytes(StandardCharsets.UTF_8));
    cmpOut.finish();
    cmpOut.finish();
    cmpOut.finish();
    cmpOut.resetState();
    cmpOut.resetState();
    cmpOut.finish();
    cmpOut.resetState();
    cmpOut.close();
    dob.close();

    DataInputBuffer dib = new DataInputBuffer();
    dib.reset(dob.getData(), 0, dob.getLength());
    CompressionInputStream cmpIn = codec.createInputStream(dib);
    byte[] buf = new byte[1024];
    StringBuilder result = new StringBuilder();
    int len = 0;
    while (true) {
      len = cmpIn.read(buf);
      if (len < 0) {
        break;
      }",Eager Test
"@Test
  public void testGoodCodec() {
    HHXORErasureCodec codec
        = new HHXORErasureCodec(new Configuration(), options);
    ErasureCoder encoder = codec.createEncoder();
    assertEquals(10, encoder.getNumDataUnits());
    assertEquals(4, encoder.getNumParityUnits());

    ErasureCoder decoder = codec.createDecoder();
    assertEquals(10, decoder.getNumDataUnits());
    assertEquals(4, decoder.getNumParityUnits());
  }",No Smells
"@Test
  public void testGetEmptyChunk() {
    byte[] ret = CoderUtil.getEmptyChunk(chunkSize);
    for (int i = 0; i < chunkSize; i++) {
      assertEquals(0, ret[i]);
    }",Eager Test
"@Test
  public void testGetValidIndexes() {
    byte[][] inputs = new byte[numInputs][];
    inputs[0] = new byte[chunkSize];
    inputs[1] = new byte[chunkSize];
    inputs[7] = new byte[chunkSize];
    inputs[8] = new byte[chunkSize];

    int[] validIndexes = CoderUtil.getValidIndexes(inputs);

    assertEquals(4, validIndexes.length);

    // Check valid indexes
    assertEquals(0, validIndexes[0]);
    assertEquals(1, validIndexes[1]);
    assertEquals(7, validIndexes[2]);
    assertEquals(8, validIndexes[3]);
  }",No Smells
"@Test
  public void testDummyCoder() throws Exception {
    // Dummy coder
    RawErasureCoderBenchmark.performBench(""encode"",
        RawErasureCoderBenchmark.CODER.DUMMY_CODER, 2, 100, 1024);
    RawErasureCoderBenchmark.performBench(""decode"",
        RawErasureCoderBenchmark.CODER.DUMMY_CODER, 5, 150, 100);
  }",No Smells
"@Test
  public void testRSCoder() throws Exception {
    // RS Java coder
    RawErasureCoderBenchmark.performBench(""encode"",
        RawErasureCoderBenchmark.CODER.RS_CODER, 3, 200, 200);
    RawErasureCoderBenchmark.performBench(""decode"",
        RawErasureCoderBenchmark.CODER.RS_CODER, 4, 135, 20);
  }",No Smells
"@Test
  public void testGetCodecs() {
    Set<String> codecs = CodecRegistry.getInstance().getCodecNames();
    assertEquals(3, codecs.size());
    assertTrue(codecs.contains(ErasureCodeConstants.RS_CODEC_NAME));
    assertTrue(codecs.contains(ErasureCodeConstants.RS_LEGACY_CODEC_NAME));
    assertTrue(codecs.contains(ErasureCodeConstants.XOR_CODEC_NAME));
  }",No Smells
"@Test
  public void testUpdateCoders() {
    class RSUserDefinedIncorrectFactory implements RawErasureCoderFactory {
      public RawErasureEncoder createEncoder(ErasureCoderOptions coderOptions) {
        return null;
      }",No Smells
"@Test
  public void testConfigureLZOCodec() throws IOException {
    // Dummy codec
    String defaultCodec = ""org.apache.hadoop.io.compress.DefaultCodec"";
    Compression.Algorithm.conf.set(
        Compression.Algorithm.CONF_LZO_CLASS, defaultCodec);
    assertEquals(defaultCodec,
        Compression.Algorithm.LZO.getCodec().getClass().getName());
  }",Mystery Guest + Resource Optimism
"@Test
  public void testUnsortedTFileFeatures() throws IOException {
    unsortedWithSomeCodec(""none"");
    unsortedWithSomeCodec(""gz"");
  }",Mystery Guest
"@Test
  public void testMultiThreadedStatOnError() throws Exception {
    final String testInvalidFilePath = ""C:\\nonexisting_path\\nonexisting_file"";

    int numOfThreads = 10;
    ExecutorService executorService =
        Executors.newFixedThreadPool(numOfThreads);
    for (int i = 0; i < numOfThreads; i++) {
      try {
        Future<Boolean> result =
            executorService.submit(() -> doStatTest(testInvalidFilePath));
        result.get();
      }",Eager Test + Mystery Guest
"@Test
  public void testExponentialRetry() throws UnreliableException {
    UnreliableInterface unreliable = (UnreliableInterface)
      RetryProxy.create(UnreliableInterface.class, unreliableImpl,
                        exponentialBackoffRetry(5, 1L, TimeUnit.NANOSECONDS));
    unreliable.alwaysSucceeds();
    unreliable.failsOnceThenSucceeds();
    try {
      unreliable.failsTenTimesThenSucceeds();
      fail(""Should fail"");
    }",No Smells
"@Test
  public void testRetryByException() throws UnreliableException {
    Map<Class<? extends Exception>, RetryPolicy> exceptionToPolicyMap =
      Collections.<Class<? extends Exception>, RetryPolicy>singletonMap(FatalException.class, TRY_ONCE_THEN_FAIL);
    
    UnreliableInterface unreliable = (UnreliableInterface)
      RetryProxy.create(UnreliableInterface.class, unreliableImpl,
                        retryByException(RETRY_FOREVER, exceptionToPolicyMap));
    unreliable.failsOnceThenSucceeds();
    try {
      unreliable.alwaysFailsWithFatalException();
      fail(""Should fail"");
    }",No Smells
"@Test
  public void testRetryByRemoteException() {
    Map<Class<? extends Exception>, RetryPolicy> exceptionToPolicyMap =
      Collections.<Class<? extends Exception>, RetryPolicy>singletonMap(FatalException.class, TRY_ONCE_THEN_FAIL);
    
    UnreliableInterface unreliable = (UnreliableInterface)
      RetryProxy.create(UnreliableInterface.class, unreliableImpl,
                        retryByRemoteException(RETRY_FOREVER, exceptionToPolicyMap));
    try {
      unreliable.alwaysFailsWithRemoteFatalException();
      fail(""Should fail"");
    }",No Smells
"@Test
  public void testRetryOtherThanRemoteException() throws Throwable {
    Map<Class<? extends Exception>, RetryPolicy> exceptionToPolicyMap =
        Collections.<Class<? extends Exception>, RetryPolicy>singletonMap(
            IOException.class, RETRY_FOREVER);

    UnreliableInterface unreliable = (UnreliableInterface)
        RetryProxy.create(UnreliableInterface.class, unreliableImpl,
            retryOtherThanRemoteAndSaslException(TRY_ONCE_THEN_FAIL,
                exceptionToPolicyMap));
    // should retry with local IOException.
    unreliable.failsOnceWithIOException();
    try {
      // won't get retry on remote exception
      unreliable.failsOnceWithRemoteException();
      fail(""Should fail"");
    }",No Smells
"@Test
  public void testTryOnceThenFail() throws Exception {
    RetryPolicy policy = mock(TryOnceThenFail.class);
    RetryPolicy realPolicy = TRY_ONCE_THEN_FAIL;
    setupMockPolicy(policy, realPolicy);

    UnreliableInterface unreliable = (UnreliableInterface)
      RetryProxy.create(UnreliableInterface.class, unreliableImpl, policy);
    unreliable.alwaysSucceeds();
    try {
      unreliable.failsOnceThenSucceeds();
      fail(""Should fail"");
    }",No Smells
"@Test
  public void testSpecific() throws Exception {
    AvroRecord before = new AvroRecord();
    before.intField = 5;
    AvroRecord after = SerializationTestUtil.testSerialization(conf, before);
    assertEquals(before, after);
  }",No Smells
"@Test
  public void testSerializationKeyIsInvalid() {
    Configuration conf = new Configuration();
    conf.set(CommonConfigurationKeys.IO_SERIALIZATIONS_KEY, ""INVALID_KEY_XXX"");
    SerializationFactory factory = new SerializationFactory(conf);
  }",No Smells
"@Test
  public void testWritableConfigurable() throws Exception {
    
    //set the configuration parameter
    conf.set(CONF_TEST_KEY, CONF_TEST_VALUE);

    //reuse TestGenericWritable inner classes to test 
    //writables that also implement Configurable.
    FooGenericWritable generic = new FooGenericWritable();
    generic.setConf(conf);
    Baz baz = new Baz();
    generic.set(baz);
    Baz result = SerializationTestUtil.testSerialization(conf, baz);
    assertEquals(baz, result);
    assertNotNull(result.getConf());
  }",No Smells
